ID,Program Name,Link,Program Type,Project Name,Recipient Region (if applicable),MEA Award,Total Project Cost,Sector,Capacity,Capacity Units,Electricity Reduction (kWh),Technology,CO2 Emissions Reductions (metric tons),Date,Notes,Legislative District,Congressional District,County
RCEGP004689,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,15837,Residential,5,ton,,Geothermal,2.343825,09/22/2014 12:00:00 AM,,,,
RCEGP004690,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,7475,45000,Residential,9.9,kW,,Solar PV,5.8806,07-01-2010 00:00,,,,
RCEGP004691,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,19992,Residential,3.92,kW,,Solar PV,2.32848,07/22/2013 12:00:00 AM,,,,
RCEGP004692,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,37485,Residential,7.35,kW,,Solar PV,4.3659,07/22/2013 12:00:00 AM,,,,
RCEGP004693,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12900,Residential,54,sqft,,Solar Hot Water,1.44342,07-12-2011 00:00,,,,
RCEGP004694,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4582.5,57850,Residential,9.165,kW,,Solar PV,5.44401,01/17/2012 12:00:00 AM,,,,
RCEGP004695,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,3000,Residential,1.175,kW,,Solar PV,0.69795,08/21/2012 12:00:00 AM,,,,
RCEGP004696,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,5891.88,Residential,83220,BTUs/hr,,Wood Burning Stove,,10/27/2014 12:00:00 AM,,,,
RCEGP004697,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3210,25137,Residential,3.42,kW,,Solar PV,2.03148,11-01-2010 00:00,,,,
RCEGP004698,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1788,5960,Residential,40,sqft,,Solar Hot Water,1.0692,03/18/2011 12:00:00 AM,,,,
RCEGP004699,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4580,36800,Residential,5.805,kW,,Solar PV,3.44817,12/15/2010 12:00:00 AM,,,,
RCEGP004700,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,9000,Residential,4,ton,,Geothermal,1.87506,04/24/2014 12:00:00 AM,,,,
RCEGP004701,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,20973,Residential,2,ton,,Geothermal,0.93753,07-12-2011 00:00,,,,
RCEGP004702,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,16240,Residential,5,ton,,Geothermal,2.343825,04/27/2010 12:00:00 AM,,,,
RCEGP004703,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28656,Residential,5.76,kW,,Solar PV,3.42144,06-11-2013 00:00,,,,
RCEGP004704,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,82870,Residential,6.5,ton,,Geothermal,3.0469725,10/22/2009 12:00:00 AM,,,,
RCEGP004705,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,45340,Residential,6,ton,,Geothermal,2.81259,05/31/2011 12:00:00 AM,,,,
RCEGP004706,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,400,1537.88,Residential,36000,BTUs/hr,,Wood Burning Stove,,12/26/2013 12:00:00 AM,,,,
RCEGP004707,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3937.5,28492,Residential,3.15,kW,,Solar PV,1.8711,06-04-2010 00:00,,,,
RCEGP004708,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5200,39822,Residential,7.4,kW,,Solar PV,4.3956,12/15/2010 12:00:00 AM,,,,
RCEGP004709,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,40686.25,Residential,6,ton,,Geothermal,2.81259,12-03-2012 00:00,,,,
RCEGP004710,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,26277,Residential,4,ton,,Geothermal,1.87506,08-03-2010 00:00,,,,
RCEGP004711,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,25921,Residential,3,kW,,Solar PV,1.782,07/15/2014 12:00:00 AM,,,,
RCEGP004712,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,1484,Residential,35023,BTUs/hr,,Wood Burning Stove,,10/29/2013 12:00:00 AM,,,,
RCEGP004713,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,17150,Residential,3,ton,,Geothermal,1.406295,10/28/2013 12:00:00 AM,,,,
RCEGP004714,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,3268.83,Residential,55000,BTUs/hr,,Wood Burning Stove,,03/24/2014 12:00:00 AM,,,,
RCEGP004715,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,5000,Residential,55000,BTUs/hr,,Wood Burning Stove,,03/24/2014 12:00:00 AM,,,,
RCEGP004716,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,38785.22,Residential,5,ton,,Geothermal,2.343825,04-11-2011 00:00,,,,
RCEGP004717,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,12826,Residential,52,sqft,,Solar Hot Water,1.38996,08-02-2010 00:00,,,,
RCEGP004718,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3205,24449,Residential,2.94,kW,,Solar PV,1.74636,08-02-2010 00:00,,,,
RCEGP004719,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,25275,Residential,7.35,kW,,Solar PV,4.3659,01-08-2013 00:00,,,,
RCEGP004720,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,53500,Residential,7,ton,,Geothermal,3.281355,07-12-2011 00:00,,,,
RCEGP004721,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2587,31543,Residential,5.175,kW,,Solar PV,3.07395,01/17/2012 12:00:00 AM,,,,
RCEGP004722,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,58752,Residential,11.52,kW,,Solar PV,6.84288,07/22/2013 12:00:00 AM,,,,
RCEGP004723,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5032,28000,Residential,4.03,kW,,Solar PV,2.39382,01/19/2010 12:00:00 AM,,,,
RCEGP004724,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,5197.6,Residential,42000,BTUs/hr,,Wood Burning Stove,,03-07-2014 00:00,,,,
RCEGP004725,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,99700,Residential,13.5,kW,,Solar PV,8.019,07/17/2009 12:00:00 AM,,,,
RCEGP004726,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,31824,Residential,8.48,kW,,Solar PV,5.03712,11/13/2013 12:00:00 AM,,,,
RCEGP004727,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39200,Residential,7.84,kW,,Solar PV,4.65696,09/30/2013 12:00:00 AM,,,,
RCEGP004728,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,400,2538.99,Residential,72400,BTUs/hr,,Wood Burning Stove,,01-04-2013 00:00,,,,
RCEGP004729,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,14629.5,Residential,3,ton,,Geothermal,1.406295,11/30/2010 12:00:00 AM,,,,
RCEGP004730,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,31094,Residential,4,ton,,Geothermal,1.87506,11/30/2010 12:00:00 AM,,,,
RCEGP004731,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,16252.86,Residential,2,ton,,Geothermal,0.93753,09/22/2014 12:00:00 AM,,,,
RCEGP004732,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,33048,Residential,6.48,kW,,Solar PV,3.84912,07/22/2013 12:00:00 AM,,,,
RCEGP004733,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5920,59000,Residential,11.84,kW,,Solar PV,7.03296,03-11-2011 00:00,,,,
RCEGP004734,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,47246.9,Residential,9,ton,,Geothermal,4.218885,11-02-2009 00:00,,,,
RCEGP004735,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3885,49513,Residential,7.77,kW,,Solar PV,4.61538,08-03-2011 00:00,,,,
RCEGP004736,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,12730,Residential,5,ton,,Geothermal,2.343825,03-10-2014 00:00,,,,
RCEGP004737,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,32870,Residential,5,ton,,Geothermal,2.343825,11/28/2012 12:00:00 AM,,,,
RCEGP004738,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6160,18760,Residential,2.4,kW,,Wind,0,01/25/2010 12:00:00 AM,,,,
RCEGP004739,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,26935.7,Residential,5.17,kW,,Solar PV,3.07098,07/18/2012 12:00:00 AM,,,,
RCEGP004740,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,7984.3,Residential,64,sqft,,Solar Hot Water,1.71072,11/15/2010 12:00:00 AM,,,,
RCEGP004741,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2322.38,7741.25,Residential,50,sqft,,Solar Hot Water,1.3365,07/17/2009 12:00:00 AM,,,,
RCEGP004742,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,16499,Residential,3.27,kW,,Solar PV,1.94238,11/19/2014 12:00:00 AM,,,,
RCEGP004743,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,50750,Residential,5,ton,,Geothermal,2.343825,04-12-2010 00:00,,,,
RCEGP004744,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,9500,Residential,64,sqft,,Solar Hot Water,1.71072,04-01-2010 00:00,,,,
RCEGP004745,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,30369,Residential,4,ton,,Geothermal,1.87506,10/14/2014 12:00:00 AM,,,,
RCEGP004746,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11700,Residential,50,sqft,,Solar Hot Water,1.3365,06-04-2010 00:00,,,,
RCEGP004747,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,40605,Residential,6,ton,,Geothermal,2.81259,05/31/2011 12:00:00 AM,,,,
RCEGP004748,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,1589,Residential,50000,BTUs/hr,,Wood Burning Stove,,11/21/2014 12:00:00 AM,,,,
RCEGP004749,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,12435,Residential,5,ton,,Geothermal,2.343825,03-10-2014 00:00,,,,
RCEGP004750,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,20421,Residential,2,kW,,Solar PV,1.188,04-11-2011 00:00,,,,
RCEGP004751,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,21578,Residential,3,ton,,Geothermal,1.406295,08/21/2012 12:00:00 AM,,,,
RCEGP004752,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,20120,Residential,3,ton,,Geothermal,1.406295,02/26/2013 12:00:00 AM,,,,
RCEGP004753,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,36032,Residential,5.6,kW,,Solar PV,3.3264,05/14/2013 12:00:00 AM,,,,
RCEGP004754,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,18121,Residential,3,kW,,Solar PV,1.782,01/17/2012 12:00:00 AM,,,,
RCEGP004755,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,400,2408.53,Residential,65000,BTUs/hr,,Wood Burning Stove,,12/13/2012 12:00:00 AM,,,,
RCEGP004756,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,9025,83000,Residential,16.1,kW,,Solar PV,9.5634,05-07-2010 00:00,,,,
RCEGP004757,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,27666,Residential,7.685,kW,,Solar PV,4.56489,12/23/2013 12:00:00 AM,,,,
RCEGP004758,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,28550,Residential,4.5,ton,,Geothermal,2.1094425,04/24/2014 12:00:00 AM,,,,
RCEGP004759,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,9386,Residential,64,sqft,,Solar Hot Water,1.71072,04-11-2011 00:00,,,,
RCEGP004760,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,29452,Residential,7.42,kW,,Solar PV,4.40748,04-08-2014 00:00,,,,
RCEGP004761,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,49917,Residential,6,ton,,Geothermal,2.81259,04/24/2014 12:00:00 AM,,,,
RCEGP004762,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2035.05,21885,Residential,4.07,kW,,Solar PV,2.41758,04/25/2011 12:00:00 AM,,,,
RCEGP004763,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,9249,Residential,40,sqft,,Solar Hot Water,1.0692,04/25/2011 12:00:00 AM,,,,
RCEGP004764,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,32900,Residential,5,ton,,Geothermal,2.343825,04-12-2010 00:00,,,,
RCEGP004765,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12500,Residential,27,sqft,,Solar Hot Water,0.72171,04/26/2012 12:00:00 AM,,,,
RCEGP004766,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2115,32064,Residential,4.23,kW,,Solar PV,2.51262,03-05-2012 00:00,,,,
RCEGP004767,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11700,Residential,50,sqft,,Solar Hot Water,1.3365,03/19/2010 12:00:00 AM,,,,
RCEGP004768,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1110,17535,Residential,2.22,kW,,Solar PV,1.31868,01/17/2012 12:00:00 AM,,,,
RCEGP004769,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,26600,Residential,4.94,kW,,Solar PV,2.93436,09/30/2013 12:00:00 AM,,,,
RCEGP004770,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,46158,Residential,9.8,kW,,Solar PV,5.8212,01/29/2014 12:00:00 AM,,,,
RCEGP004771,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,14328,Residential,2.88,kW,,Solar PV,1.71072,04/29/2013 12:00:00 AM,,,,
RCEGP004772,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,14328,Residential,2.88,kW,,Solar PV,1.71072,04/29/2013 12:00:00 AM,,,,
RCEGP004773,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1570,20000,Residential,3.14,kW,,Solar PV,1.86516,04/25/2011 12:00:00 AM,,,,
RCEGP004774,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,9600,Residential,2.04,kW,,Solar PV,1.21176,04/16/2012 12:00:00 AM,,,,
RCEGP004775,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,10492,Residential,50,sqft,,Solar Hot Water,1.3365,07/17/2009 12:00:00 AM,,,,
RCEGP004776,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,31873,Residential,4,ton,,Geothermal,1.87506,11/19/2014 12:00:00 AM,,,,
